ID	FORM	LEMMA	CPOS	POS	FEATS	HEAD	DEPREL	PHEAD	PDEPREL	ID_TOKEN_NELL_INTERVENTO	CUE	SCOPE
12	con	_	_	_	_	13	case	_	_	359	O	_
13	determinazione	_	_	_	_	11	obl	_	_	360	O	_
14	la	_	_	_	_	15	det	_	_	361	O	_
15	via	_	_	_	_	11	nsubj:pass	_	_	362	O	_
16-17	del	_	_	_	_	_	_	_	_	_	_	_
16	di	_	_	_	_	18	case	_	_	363	O	_
17	il	_	_	_	_	18	det	_	_	364	O	_
18	negoziato	_	_	_	_	15	nmod	_	_	365	O	_
19	per	_	_	_	_	20	mark	_	_	366	O	_
20	ricercare	_	_	_	_	11	advcl	_	_	367	O	_
21	soluzioni	_	_	_	_	20	obj	_	_	368	O	_
22	condivise	_	_	_	_	21	amod	_	_	369	O	_
23	.	_	_	_	_	6	punct	_	_	370	O	_
# sent_id = 10
# text = La Siria potrà uscire dalla guerra civile solo se Assad e i suoi oppositori saranno sollecitati, sostenuti e accompagnati nella ricerca di un punto di compromesso;
1	La	_	_	_	_	2	det	_	_	371	O	_
2	Siria	_	_	_	_	4	nsubj	_	_	372	O	_
3	potrà	_	_	_	_	4	aux	_	_	373	O	_
4	uscire	_	_	_	_	0	root	_	_	374	O	_
5-6	dalla	_	_	_	_	_	_	_	_	_	_	_
5	da	_	_	_	_	7	case	_	_	375	O	_
6	la	_	_	_	_	7	det	_	_	376	O	_
7	guerra	_	_	_	_	4	obl	_	_	377	O	_
8	civile	_	_	_	_	7	amod	_	_	378	O	_
9	solo	_	_	_	_	17	advmod	_	_	379	O	_
10	se	_	_	_	_	17	mark	_	_	380	O	_
11	Assad	_	_	_	_	17	nsubj:pass	_	_	381	O	_
12	e	_	_	_	_	15	cc	_	_	382	O	_
13	i	_	_	_	_	15	det	_	_	383	O	_
14	suoi	_	_	_	_	15	det:poss	_	_	384	O	_
15	oppositori	_	_	_	_	11	conj	_	_	385	O	_
16	saranno	_	_	_	_	17	aux:pass	_	_	386	O	_
17	sollecitati	_	_	_	_	4	advcl	_	_	387	O	_
18	,	_	_	_	_	19	punct	_	_	388	O	_
19	sostenuti	_	_	_	_	17	conj	_	_	389	O	_
20	e	_	_	_	_	21	cc	_	_	390	O	_
21	accompagnati	_	_	_	_	17	conj	_	_	391	O	_
22-23	nella	_	_	_	_	_	_	_	_	_	_	_
22	in	_	_	_	_	24	case	_	_	392	O	_
23	la	_	_	_	_	24	det	_	_	393	O	_
24	ricerca	_	_	_	_	21	obl	_	_	394	O	_
25	di	_	_	_	_	27	case	_	_	395	O	_
26	un	_	_	_	_	27	det	_	_	396	O	_
27	punto	_	_	_	_	24	nmod	_	_	397	O	_
28	di	_	_	_	_	29	case	_	_	398	O	_
29	compromesso	_	_	_	_	27	nmod	_	_	399	O	_
30	;	_	_	_	_	4	punct	_	_	400	O	_
# sent_id = 11
# text = e così per il conflitto israelo-palestinese, che torna a conoscere in queste settimane un' escalation di violenza.
1	e	_	_	_	_	5	cc	_	_	401	O	_
2	così	_	_	_	_	5	advmod	_	_	402	O	_
3	per	_	_	_	_	5	case	_	_	403	O	_
4	il	_	_	_	_	5	det	_	_	404	O	_
5	conflitto	_	_	_	_	0	root	_	_	405	O	_
6	israelo	_	_	_	_	5	amod	_	_	406	O	_
7	-	_	_	_	_	6	punct	_	_	407	O	_
8	palestinese	_	_	_	_	6	conj	_	_	408	O	_
9	,	_	_	_	_	5	punct	_	_	409	O	_
10	che	_	_	_	_	11	nsubj	_	_	410	O	_
11	torna	_	_	_	_	5	acl:relcl	_	_	411	O	_
12	a	_	_	_	_	13	mark	_	_	412	O	_
13	conoscere	_	_	_	_	11	xcomp	_	_	413	O	_
14	in	_	_	_	_	16	case	_	_	414	O	_
15	queste	_	_	_	_	16	det	_	_	415	O	_
16	settimane	_	_	_	_	13	obl	_	_	416	O	_
17	un'	_	_	_	_	18	det	_	_	417	O	_
18	escalation	_	_	_	_	13	obj	_	_	418	O	_
19	di	_	_	_	_	20	case	_	_	419	O	_
20	violenza	_	_	_	_	18	nmod	_	_	420	O	_
21	.	_	_	_	_	5	punct	_	_	421	O	_
# sent_id = 12
# text = In Yemen, solo un negoziato potrà far uscire quel Paese da un conflitto che sta già pericolosamente coinvolgendo altre nazioni come l'Arabia Saudita;
1	In	_	_	_	_	2	case	_	_	422	O	_
2	Yemen	_	_	_	_	8	obl	_	_	423	O	_
3	,	_	_	_	_	2	punct	_	_	424	O	_
4	solo	_	_	_	_	6	advmod	_	_	425	O	_
5	un	_	_	_	_	6	det	_	_	426	O	_
6	negoziato	_	_	_	_	8	nsubj	_	_	427	O	_
7	potrà	_	_	_	_	8	aux	_	_	428	O	_
8	far	_	_	_	_	0	root	_	_	429	O	_
9	uscire	_	_	_	_	8	ccomp	_	_	430	O	_
10	quel	_	_	_	_	11	det	_	_	431	O	_
11	Paese	_	_	_	_	9	obj	_	_	432	O	_
12	da	_	_	_	_	14	case	_	_	433	O	_
13	un	_	_	_	_	14	det	_	_	434	O	_
14	conflitto	_	_	_	_	9	obl	_	_	435	O	_
15	che	_	_	_	_	19	nsubj	_	_	436	O	_
16	sta	_	_	_	_	19	aux	_	_	437	O	_
17	già	_	_	_	_	19	advmod	_	_	438	O	_
18	pericolosamente	_	_	_	_	19	advmod	_	_	439	O	_
19	coinvolgendo	_	_	_	_	14	acl:relcl	_	_	440	O	_
20	altre	_	_	_	_	21	amod	_	_	441	O	_
21	nazioni	_	_	_	_	19	obj	_	_	442	O	_
22	come	_	_	_	_	24	case	_	_	443	O	_
23	l'	_	_	_	_	24	det	_	_	444	O	_
24	Arabia	_	_	_	_	21	nmod	_	_	445	O	_
25	Saudita	_	_	_	_	24	flat:name	_	_	446	O	_
26	;	_	_	_	_	8	punct	_	_	447	O	_
# sent_id = 13
# text = e solo con soluzioni negoziali si potrà dare soddisfazione all'aspirazione curda nel veder riconosciuta l'autonomia della propria identità.
1	e	_	_	_	_	8	cc	_	_	448	O	_
2	solo	_	_	_	_	4	advmod	_	_	449	O	_
3	con	_	_	_	_	4	case	_	_	450	O	_
4	soluzioni	_	_	_	_	8	obl	_	_	451	O	_
5	negoziali	_	_	_	_	4	amod	_	_	452	O	_
6	si	_	_	_	_	8	expl:impers	_	_	453	O	_
7	potrà	_	_	_	_	8	aux	_	_	454	O	_
8	dare	_	_	_	_	0	root	_	_	455	O	_
9	soddisfazione	_	_	_	_	8	obj	_	_	456	O	_
10-11	all'	_	_	_	_	_	_	_	_	_	_	_
10	a	_	_	_	_	12	case	_	_	457	O	_
11	l'	_	_	_	_	12	det	_	_	458	O	_
12	aspirazione	_	_	_	_	8	obl	_	_	459	O	_
13	curda	_	_	_	_	12	amod	_	_	460	O	_
14-15	nel	_	_	_	_	_	_	_	_	_	_	_
14	in	_	_	_	_	16	case	_	_	461	O	_
15	il	_	_	_	_	16	det	_	_	462	O	_
16	veder	_	_	_	_	12	acl	_	_	463	O	_
17	riconosciuta	_	_	_	_	16	ccomp	_	_	464	O	_
18	l'	_	_	_	_	19	det	_	_	465	O	_
19	autonomia	_	_	_	_	17	obj	_	_	466	O	_
20-21	della	_	_	_	_	_	_	_	_	_	_	_
20	di	_	_	_	_	23	case	_	_	467	O	_
21	la	_	_	_	_	23	det	_	_	468	O	_
22	propria	_	_	_	_	23	det:poss	_	_	469	O	_
23	identità	_	_	_	_	19	nmod	_	_	470	O	_
24	.	_	_	_	_	8	punct	_	_	471	O	_
# sent_id = 14
# text = Insomma, serve una svolta, ma perché questo avvenga occorre un salto di qualità da parte della comunità internazionale, in primo luogo dai tanti attori di quella crisi.
1	Insomma	_	_	_	_	3	advmod	_	_	472	O	_
2	,	_	_	_	_	1	punct	_	_	473	O	_
3	serve	_	_	_	_	0	root	_	_	474	O	_
4	una	_	_	_	_	5	det	_	_	475	O	_
5	svolta	_	_	_	_	3	nsubj	_	_	476	O	_
6	,	_	_	_	_	11	punct	_	_	477	O	_
7	ma	_	_	_	_	11	cc	_	_	478	O	_
8	perché	_	_	_	_	10	mark	_	_	479	O	_
9	questo	_	_	_	_	10	nsubj	_	_	480	O	_
10	avvenga	_	_	_	_	11	advcl	_	_	481	O	_
11	occorre	_	_	_	_	3	conj	_	_	482	O	_
12	un	_	_	_	_	13	det	_	_	483	O	_
13	salto	_	_	_	_	11	nsubj	_	_	484	O	_
14	di	_	_	_	_	15	case	_	_	485	O	_
15	qualità	_	_	_	_	13	nmod	_	_	486	O	_
16	da	_	_	_	_	17	case	_	_	487	O	_
17	parte	_	_	_	_	13	nmod	_	_	488	O	_
18-19	della	_	_	_	_	_	_	_	_	_	_	_
18	di	_	_	_	_	20	case	_	_	489	O	_
19	la	_	_	_	_	20	det	_	_	490	O	_
20	comunità	_	_	_	_	17	nmod	_	_	491	O	_
21	internazionale	_	_	_	_	20	amod	_	_	492	O	_
22	,	_	_	_	_	20	punct	_	_	493	O	_
23	in	_	_	_	_	25	case	_	_	494	O	_
24	primo	_	_	_	_	25	amod	_	_	495	O	_
25	luogo	_	_	_	_	29	nmod	_	_	496	O	_
26-27	dai	_	_	_	_	_	_	_	_	_	_	_
26	da	_	_	_	_	29	case	_	_	497	O	_
27	i	_	_	_	_	29	det	_	_	498	O	_
28	tanti	_	_	_	_	29	det	_	_	499	O	_
29	attori	_	_	_	_	20	nmod	_	_	500	O	_
30	di	_	_	_	_	32	case	_	_	501	O	_
31	quella	_	_	_	_	32	det	_	_	502	O	_
32	crisi	_	_	_	_	29	nmod	_	_	503	O	_
33	.	_	_	_	_	3	punct	_	_	504	O	_
# sent_id = 15
# text = La crisi siriana ci mette di fronte a un'innegabile verità, che troppo spesso e a lungo ci si ostina ad occultare:
1	La	_	_	_	_	2	det	_	_	505	O	_
2	crisi	_	_	_	_	5	nsubj	_	_	506	O	_
3	siriana	_	_	_	_	2	amod	_	_	507	O	_
4	ci	_	_	_	_	5	obj	_	_	508	O	_
5	mette	_	_	_	_	0	root	_	_	509	O	_
6	di	_	_	_	_	7	case	_	_	510	O	_
7	fronte	_	_	_	_	5	obl	_	_	511	O	_
8	a	_	_	_	_	11	case	_	_	512	O	_
9	un'	_	_	_	_	11	det	_	_	513	O	_
10	innegabile	_	_	_	_	11	amod	_	_	514	O	_
11	verità	_	_	_	_	7	nmod	_	_	515	O	_
12	,	_	_	_	_	11	punct	_	_	516	O	_
13	che	_	_	_	_	21	obj	_	_	517	O	_
14	troppo	_	_	_	_	15	advmod	_	_	518	O	_
15	spesso	_	_	_	_	21	advmod	_	_	519	O	_
16	e	_	_	_	_	18	cc	_	_	520	O	_
17	a	_	_	_	_	18	case	_	_	521	O	_
18	lungo	_	_	_	_	15	conj	_	_	522	O	_
19	ci	_	_	_	_	21	expl	_	_	523	O	_
20	si	_	_	_	_	21	expl:impers	_	_	524	O	_
21	ostina	_	_	_	_	11	acl:relcl	_	_	525	O	_
22	ad	_	_	_	_	23	mark	_	_	526	O	_
23	occultare	_	_	_	_	21	xcomp	_	_	527	O	_
24	:	_	_	_	_	5	punct	_	_	528	O	_
# sent_id = 16
# text = non si governa un mondo globale sulla base soltanto di politiche nazionali.
1	non	_	_	_	_	3	advmod	_	_	529	 	 
2	si	_	_	_	_	3	expl:pass	_	_	530	 	 
3	governa	_	_	_	_	0	root	_	_	531	 	 
4	un	_	_	_	_	5	det	_	_	532	 	 
5	mondo	_	_	_	_	3	nsubj:pass	_	_	533	 	 
6	globale	_	_	_	_	5	amod	_	_	534	 	 
7-8	sulla	_	_	_	_	_	_	_	_	_	_	_
7	su	_	_	_	_	9	case	_	_	535	 	 
8	la	_	_	_	_	9	det	_	_	536	 	 
9	base	_	_	_	_	3	obl	_	_	537	 	 
10	soltanto	_	_	_	_	9	advmod	_	_	538	 	 
11	di	_	_	_	_	12	case	_	_	539	 	 
12	politiche	_	_	_	_	9	nmod	_	_	540	 	 
13	nazionali	_	_	_	_	12	amod	_	_	541	 	 
14	.	_	_	_	_	3	punct	_	_	542	 	 
# sent_id = 17
# text = Da sette anni entrano nelle nostre case immagini terribili di morte, sofferenza, distruzioni, e chiunque di noi, anche noi che siamo qui, si è chiesto: ma cosa deve ancora accadere per fermare quella mattanza?
1	Da	_	_	_	_	3	case	_	_	543	O	_
2	sette	_	_	_	_	3	nummod	_	_	544	O	_
3	anni	_	_	_	_	4	obl	_	_	545	O	_
4	entrano	_	_	_	_	0	root	_	_	546	O	_
5-6	nelle	_	_	_	_	_	_	_	_	_	_	_
5	in	_	_	_	_	8	case	_	_	547	O	_
6	le	_	_	_	_	8	det	_	_	548	O	_
7	nostre	_	_	_	_	8	det:poss	_	_	549	O	_
8	case	_	_	_	_	4	obl	_	_	550	O	_
9	immagini	_	_	_	_	4	nsubj	_	_	551	O	_
10	terribili	_	_	_	_	9	amod	_	_	552	O	_
11	di	_	_	_	_	12	case	_	_	553	O	_
12	morte	_	_	_	_	9	nmod	_	_	554	O	_
13	,	_	_	_	_	14	punct	_	_	555	O	_
14	sofferenza	_	_	_	_	12	conj	_	_	556	O	_
15	,	_	_	_	_	16	punct	_	_	557	O	_
16	distruzioni	_	_	_	_	12	conj	_	_	558	O	_
17	,	_	_	_	_	31	punct	_	_	559	O	_
18	e	_	_	_	_	31	cc	_	_	560	O	_
19	chiunque	_	_	_	_	31	nsubj	_	_	561	O	_
20	di	_	_	_	_	21	case	_	_	562	O	_
21	noi	_	_	_	_	19	nmod	_	_	563	O	_
22	,	_	_	_	_	21	punct	_	_	564	O	_
23	anche	_	_	_	_	24	advmod	_	_	565	O	_
24	noi	_	_	_	_	19	nmod	_	_	566	O	_
25	che	_	_	_	_	27	nsubj	_	_	567	O	_
26	siamo	_	_	_	_	27	cop	_	_	568	O	_
27	qui	_	_	_	_	24	acl:relcl	_	_	569	O	_
28	,	_	_	_	_	19	punct	_	_	570	O	_
29	si	_	_	_	_	31	expl	_	_	571	O	_
30	è	_	_	_	_	31	aux	_	_	572	O	_
31	chiesto	_	_	_	_	4	conj	_	_	573	O	_
32	:	_	_	_	_	31	punct	_	_	574	O	_
33	ma	_	_	_	_	37	cc	_	_	575	O	_
34	cosa	_	_	_	_	37	nsubj	_	_	576	O	_
35	deve	_	_	_	_	37	aux	_	_	577	O	_
36	ancora	_	_	_	_	37	advmod	_	_	578	O	_
37	accadere	_	_	_	_	31	ccomp	_	_	579	O	_
38	per	_	_	_	_	39	mark	_	_	580	O	_
39	fermare	_	_	_	_	37	advcl	_	_	581	O	_
40	quella	_	_	_	_	41	det	_	_	582	O	_
41	mattanza	_	_	_	_	39	obj	_	_	583	O	_
42	?	_	_	_	_	4	punct	_	_	584	O	_
# sent_id = 18
# text = La risposta a questo interrogativo giusto, di buonsenso, civile, è che non si interviene perché non vi è un'autorità titolata a farlo.
1	La	_	_	_	_	2	det	_	_	585	 	 
2	risposta	_	_	_	_	13	nsubj	_	_	586	 	 
3	a	_	_	_	_	5	case	_	_	587	 	 
4	questo	_	_	_	_	5	det	_	_	588	 	 
5	interrogativo	_	_	_	_	2	nmod	_	_	589	 	 
6	giusto	_	_	_	_	5	amod	_	_	590	 	 
7	,	_	_	_	_	5	punct	_	_	591	 	 
8	di	_	_	_	_	9	case	_	_	592	 	 
9	buonsenso	_	_	_	_	5	nmod	_	_	593	 	 
10	,	_	_	_	_	9	punct	_	_	594	 	 
11	civile	_	_	_	_	9	amod	_	_	595	 	 
12	,	_	_	_	_	2	punct	_	_	596	 	 
13	è	_	_	_	_	0	root	_	_	597	 	 
14	che	_	_	_	_	17	mark	_	_	598	 	 
15	non	_	_	_	_	17	advmod	_	_	599	 	 
16	si	_	_	_	_	17	expl:impers	_	_	600	 	 
17	interviene	_	_	_	_	13	ccomp	_	_	601	 	 
18	perché	_	_	_	_	21	mark	_	_	602	 	 
19	non	_	_	_	_	21	advmod	_	_	603	 	 
20	vi	_	_	_	_	21	expl	_	_	604	 	 
21	è	_	_	_	_	17	advcl	_	_	605	 	 
22	un'	_	_	_	_	23	det	_	_	606	 	 
23	autorità	_	_	_	_	21	nsubj	_	_	607	 	 
24	titolata	_	_	_	_	23	acl	_	_	608	 	 
25	a	_	_	_	_	26	mark	_	_	609	 	 
26-27	farlo	_	_	_	_	_	_	_	_	_	_	_
26	far	_	_	_	_	24	advcl	_	_	610	 	 
27	lo	_	_	_	_	26	obj	_	_	611	 	 
28	.	_	_	_	_	13	punct	_	_	612	 	 
# sent_id = 19
# text = O meglio, un'autorità ci sarebbe, perché la Carta dell'ONU prevede un right to intervene e una responsibility to protect:
1	O	_	_	_	_	7	cc	_	_	613	O	_
2	meglio	_	_	_	_	7	advmod	_	_	614	O	_
3	,	_	_	_	_	2	punct	_	_	615	O	_
4	un'	_	_	_	_	5	det	_	_	616	O	_
5	autorità	_	_	_	_	7	nsubj	_	_	617	O	_
6	ci	_	_	_	_	7	expl	_	_	618	O	_
7	sarebbe	_	_	_	_	0	root	_	_	619	O	_
8	,	_	_	_	_	7	punct	_	_	620	O	_
9	perché	_	_	_	_	15	mark	_	_	621	O	_
10	la	_	_	_	_	11	det	_	_	622	O	_
11	Carta	_	_	_	_	15	nsubj	_	_	623	O	_
12-13	dell'	_	_	_	_	_	_	_	_	_	_	_
12	di	_	_	_	_	14	case	_	_	624	O	_
13	l'	_	_	_	_	14	det	_	_	625	O	_
14	ONU	_	_	_	_	11	nmod	_	_	626	O	_
15	prevede	_	_	_	_	7	advcl	_	_	627	O	_
16	un	_	_	_	_	17	det	_	_	628	O	_
17	right	_	_	_	_	15	obj	_	_	629	O	_
18	to	_	_	_	_	19	mark	_	_	630	O	_
19	intervene	_	_	_	_	17	acl	_	_	631	O	_
20	e	_	_	_	_	22	cc	_	_	632	O	_
21	una	_	_	_	_	22	det	_	_	633	O	_
22	responsibility	_	_	_	_	17	conj	_	_	634	O	_
23	to	_	_	_	_	24	mark	_	_	635	O	_
24	protect	_	_	_	_	22	acl	_	_	636	O	_
25	:	_	_	_	_	7	punct	_	_	637	O	_
# sent_id = 20
# text = un diritto di intervenire per proteggere le popolazioni dai conflitti.
1	un	_	_	_	_	2	det	_	_	638	O	_
2	diritto	_	_	_	_	0	root	_	_	639	O	_
3	di	_	_	_	_	4	mark	_	_	640	O	_
4	intervenire	_	_	_	_	2	acl	_	_	641	O	_
5	per	_	_	_	_	6	mark	_	_	642	O	_
6	proteggere	_	_	_	_	4	advcl	_	_	643	O	_
7	le	_	_	_	_	8	det	_	_	644	O	_
8	popolazioni	_	_	_	_	6	obj	_	_	645	O	_
9-10	dai	_	_	_	_	_	_	_	_	_	_	_
9	da	_	_	_	_	11	case	_	_	646	O	_
10	i	_	_	_	_	11	det	_	_	647	O	_
11	conflitti	_	_	_	_	6	obl	_	_	648	O	_
12	.	_	_	_	_	2	punct	_	_	649	O	_
# sent_id = 21
# text = Ma quella possibilità è subordinata a un'autorizzazione del Consiglio di sicurezza, dove le decisioni si prendono sulla base delle decisioni dei rappresentanti degli Stati;
1	Ma	_	_	_	_	5	cc	_	_	650	O	_
2	quella	_	_	_	_	3	det	_	_	651	O	_
3	possibilità	_	_	_	_	5	nsubj:pass	_	_	652	O	_
4	è	_	_	_	_	5	aux:pass	_	_	653	O	_
5	subordinata	_	_	_	_	0	root	_	_	654	O	_
6	a	_	_	_	_	8	case	_	_	655	O	_
7	un'	_	_	_	_	8	det	_	_	656	O	_
8	autorizzazione	_	_	_	_	5	obl	_	_	657	O	_
9-10	del	_	_	_	_	_	_	_	_	_	_	_
9	di	_	_	_	_	11	case	_	_	658	O	_
10	il	_	_	_	_	11	det	_	_	659	O	_
11	Consiglio	_	_	_	_	8	nmod	_	_	660	O	_
12	di	_	_	_	_	13	case	_	_	661	O	_
13	sicurezza	_	_	_	_	11	nmod	_	_	662	O	_
14	,	_	_	_	_	11	punct	_	_	663	O	_
15	dove	_	_	_	_	19	advmod	_	_	664	O	_
16	le	_	_	_	_	17	det	_	_	665	O	_
17	decisioni	_	_	_	_	19	nsubj:pass	_	_	666	O	_
18	si	_	_	_	_	19	expl:pass	_	_	667	O	_
19	prendono	_	_	_	_	11	acl:relcl	_	_	668	O	_
20-21	sulla	_	_	_	_	_	_	_	_	_	_	_
20	su	_	_	_	_	22	case	_	_	669	O	_
21	la	_	_	_	_	22	det	_	_	670	O	_
22	base	_	_	_	_	19	obl	_	_	671	O	_
23-24	delle	_	_	_	_	_	_	_	_	_	_	_
23	di	_	_	_	_	25	case	_	_	672	O	_
24	le	_	_	_	_	25	det	_	_	673	O	_
25	decisioni	_	_	_	_	22	nmod	_	_	674	O	_
26-27	dei	_	_	_	_	_	_	_	_	_	_	_
26	di	_	_	_	_	28	case	_	_	675	O	_
27	i	_	_	_	_	28	det	_	_	676	O	_
28	rappresentanti	_	_	_	_	25	nmod	_	_	677	O	_
29-30	degli	_	_	_	_	_	_	_	_	_	_	_
29	di	_	_	_	_	31	case	_	_	678	O	_
30	gli	_	_	_	_	31	det	_	_	679	O	_
31	Stati	_	_	_	_	28	nmod	_	_	680	O	_
32	;	_	_	_	_	5	punct	_	_	681	O	_
# sent_id = 22
# text = e se tra loro, come nella vicenda siriana, non c'è accordo, ogni decisione si ferma.
1	e	_	_	_	_	20	cc	_	_	682	 	 
2	se	_	_	_	_	14	mark	_	_	683	 	 
3	tra	_	_	_	_	4	case	_	_	684	 	 
4	loro	_	_	_	_	14	obl	_	_	685	 	 
5	,	_	_	_	_	4	punct	_	_	686	 	 
6	come	_	_	_	_	9	case	_	_	687	 	 
7-8	nella	_	_	_	_	_	_	_	_	_	_	_
7	in	_	_	_	_	9	case	_	_	688	 	 
8	la	_	_	_	_	9	det	_	_	689	 	 
9	vicenda	_	_	_	_	14	obl	_	_	690	 	 
10	siriana	_	_	_	_	9	amod	_	_	691	 	 
11	,	_	_	_	_	9	punct	_	_	692	 	 
12	non	_	_	_	_	14	advmod	_	_	693	 	 
13	c'	_	_	_	_	14	expl	_	_	694	 	 
14	è	_	_	_	_	20	advcl	_	_	695	 	 
15	accordo	_	_	_	_	14	nsubj	_	_	696	 	 
16	,	_	_	_	_	14	punct	_	_	697	 	 
17	ogni	_	_	_	_	18	det	_	_	698	 	 
18	decisione	_	_	_	_	20	nsubj	_	_	699	 	 
19	si	_	_	_	_	20	expl	_	_	700	 	 
20	ferma	_	_	_	_	0	root	_	_	701	 	 
21	.	_	_	_	_	20	punct	_	_	702	 	 
# sent_id = 23
# text = Insomma, è tempo di dire che, se non si supera la gelosia delle nazioni, la gelosia della loro potenza, della loro sovranità, della loro influenza, di fronte a ogni conflitto la comunità internazionale e le sue istituzioni saranno sempre impotenti.
1	Insomma	_	_	_	_	4	advmod	_	_	703	 	 
2	,	_	_	_	_	1	punct	_	_	704	 	 
3	è	_	_	_	_	4	cop	_	_	705	 	 
4	tempo	_	_	_	_	0	root	_	_	706	 	 
5	di	_	_	_	_	6	mark	_	_	707	 	 
6	dire	_	_	_	_	4	acl	_	_	708	 	 
7	che	_	_	_	_	50	mark	_	_	709	 	 
8	,	_	_	_	_	50	punct	_	_	710	 	 
9	se	_	_	_	_	12	mark	_	_	711	 	 
10	non	_	_	_	_	12	advmod	_	_	712	 	 
11	si	_	_	_	_	12	expl:pass	_	_	713	 	 
12	supera	_	_	_	_	50	advcl	_	_	714	 	 
13	la	_	_	_	_	14	det	_	_	715	 	 
14	gelosia	_	_	_	_	12	nsubj:pass	_	_	716	 	 
15-16	delle	_	_	_	_	_	_	_	_	_	_	_
15	di	_	_	_	_	17	case	_	_	717	 	 
16	le	_	_	_	_	17	det	_	_	718	 	 
17	nazioni	_	_	_	_	14	nmod	_	_	719	 	 
18	,	_	_	_	_	20	punct	_	_	720	 	 
19	la	_	_	_	_	20	det	_	_	721	 	 
20	gelosia	_	_	_	_	14	conj	_	_	722	 	 
21-22	della	_	_	_	_	_	_	_	_	_	_	_
21	di	_	_	_	_	24	case	_	_	723	 	 
22	la	_	_	_	_	24	det	_	_	724	 	 
23	loro	_	_	_	_	24	det:poss	_	_	725	 	 
24	potenza	_	_	_	_	20	nmod	_	_	726	 	 
25	,	_	_	_	_	29	punct	_	_	727	 	 
26-27	della	_	_	_	_	_	_	_	_	_	_	_
26	di	_	_	_	_	29	case	_	_	728	 	 
27	la	_	_	_	_	29	det	_	_	729	 	 
28	loro	_	_	_	_	29	det:poss	_	_	730	 	 
29	sovranità	_	_	_	_	24	conj	_	_	731	 	 
30	,	_	_	_	_	34	punct	_	_	732	 	 
31-32	della	_	_	_	_	_	_	_	_	_	_	_
31	di	_	_	_	_	34	case	_	_	733	 	 
32	la	_	_	_	_	34	det	_	_	734	 	 
33	loro	_	_	_	_	34	det:poss	_	_	735	 	 
34	influenza	_	_	_	_	24	conj	_	_	736	 	 
35	,	_	_	_	_	12	punct	_	_	737	 	 
36	di	_	_	_	_	37	case	_	_	738	 	 
37	fronte	_	_	_	_	50	obl	_	_	739	 	 
38	a	_	_	_	_	40	case	_	_	740	 	 
39	ogni	_	_	_	_	40	det	_	_	741	 	 
40	conflitto	_	_	_	_	37	nmod	_	_	742	 	 
41	la	_	_	_	_	42	det	_	_	743	 	 
42	comunità	_	_	_	_	50	nsubj	_	_	744	 	 
43	internazionale	_	_	_	_	42	amod	_	_	745	 	 
44	e	_	_	_	_	47	cc	_	_	746	 	 
45	le	_	_	_	_	47	det	_	_	747	 	 
46	sue	_	_	_	_	47	det:poss	_	_	748	 	 
47	istituzioni	_	_	_	_	42	conj	_	_	749	 	 
48	saranno	_	_	_	_	50	cop	_	_	750	 	 
49	sempre	_	_	_	_	50	advmod	_	_	751	 	 
50	impotenti	_	_	_	_	6	ccomp	_	_	752	 	 
51	.	_	_	_	_	4	punct	_	_	753	 	 
# sent_id = 24
# text = In un mondo interdipendente e globale servono sedi di sovranità globale, capaci di gestire e governare i conflitti che nessuna politica nazionale da sola può dirimere.
1	In	_	_	_	_	3	case	_	_	754	 	 
2	un	_	_	_	_	3	det	_	_	755	 	 
3	mondo	_	_	_	_	7	obl	_	_	756	 	 
4	interdipendente	_	_	_	_	3	amod	_	_	757	 	 
5	e	_	_	_	_	6	cc	_	_	758	 	 
6	globale	_	_	_	_	4	conj	_	_	759	 	 
7	servono	_	_	_	_	0	root	_	_	760	 	 
8	sedi	_	_	_	_	7	nsubj	_	_	761	 	 
9	di	_	_	_	_	10	case	_	_	762	 	 
10	sovranità	_	_	_	_	8	nmod	_	_	763	 	 
11	globale	_	_	_	_	10	amod	_	_	764	 	 
12	,	_	_	_	_	8	punct	_	_	765	 	 
13	capaci	_	_	_	_	8	amod	_	_	766	 	 
14	di	_	_	_	_	15	mark	_	_	767	 	 
15	gestire	_	_	_	_	13	advcl	_	_	768	 	 
16	e	_	_	_	_	17	cc	_	_	769	 	 
17	governare	_	_	_	_	15	conj	_	_	770	 	 
18	i	_	_	_	_	19	det	_	_	771	 	 
19	conflitti	_	_	_	_	17	obj	_	_	772	 	 
20	che	_	_	_	_	27	obj	_	_	773	 	 
21	nessuna	_	_	_	_	22	det	_	_	774	 	 
22	politica	_	_	_	_	27	nsubj	_	_	775	 	 
23	nazionale	_	_	_	_	22	amod	_	_	776	 	 
24	da	_	_	_	_	25	case	_	_	777	 	 
25	sola	_	_	_	_	27	obl	_	_	778	 	 
26	può	_	_	_	_	27	aux	_	_	779	 	 
27	dirimere	_	_	_	_	19	acl:relcl	_	_	780	 	 
28	.	_	_	_	_	7	punct	_	_	781	 	 
# sent_id = 25
# text = Per questo condividiamo la scelta dell'Italia, che lei, signor Presidente, ha ribadito nel suo discorso all'Assemblea dell'ONU, nel settembre scorso, di sostenere il rafforzamento delle istituzioni multilaterali e sovranazionali dotandole di poteri, strumenti e risorse necessari a esercitare la loro funzione di governance.
1	Per	_	_	_	_	2	case	_	_	782	O	_
2	questo	_	_	_	_	3	obl	_	_	783	O	_
3	condividiamo	_	_	_	_	0	root	_	_	784	O	_
