ID	FORM	LEMMA	CPOS	POS	FEATS	HEAD	DEPREL	PHEAD	PDEPREL	ID_TOKEN_NELL_INTERVENTO	CUE	SCOPE
5	di	_	_	_	_	6	case	_	_	471	O	_
6	fatto	_	_	_	_	4	obl	_	_	472	O	_
7	un	_	_	_	_	8	det	_	_	473	O	_
8	meccanismo	_	_	_	_	4	nsubj:pass	_	_	474	O	_
9	di	_	_	_	_	10	case	_	_	475	O	_
10	remunerazione	_	_	_	_	8	nmod	_	_	476	O	_
11-12	degli	_	_	_	_	_	_	_	_	_	_	_
11	di	_	_	_	_	13	case	_	_	477	O	_
12	gli	_	_	_	_	13	det	_	_	478	O	_
13	investimenti	_	_	_	_	10	nmod	_	_	479	O	_
14	e	_	_	_	_	17	cc	_	_	480	O	_
15-16	delle	_	_	_	_	_	_	_	_	_	_	_
15	di	_	_	_	_	17	case	_	_	481	O	_
16	le	_	_	_	_	17	det	_	_	482	O	_
17	risorse	_	_	_	_	13	conj	_	_	483	O	_
18	finanziarie	_	_	_	_	17	amod	_	_	484	O	_
19	impegnate	_	_	_	_	17	acl	_	_	485	O	_
20-21	dalle	_	_	_	_	_	_	_	_	_	_	_
20	da	_	_	_	_	22	case	_	_	486	O	_
21	le	_	_	_	_	22	det	_	_	487	O	_
22	società	_	_	_	_	19	obl:agent	_	_	488	O	_
23	gestrici	_	_	_	_	22	amod	_	_	489	O	_
24	stesse	_	_	_	_	22	amod	_	_	490	O	_
25	(	_	_	_	_	27	punct	_	_	491	O	_
26	è	_	_	_	_	27	cop	_	_	492	O	_
27	persistente	_	_	_	_	4	advcl	_	_	493	O	_
28	;	_	_	_	_	32	punct	_	_	494	O	_
29	è	_	_	_	_	32	cop	_	_	495	O	_
30	in	_	_	_	_	32	case	_	_	496	O	_
31	varie	_	_	_	_	32	amod	_	_	497	O	_
32	forme	_	_	_	_	27	conj	_	_	498	O	_
33	,	_	_	_	_	36	punct	_	_	499	O	_
34	ma	_	_	_	_	36	cc	_	_	500	O	_
35	è	_	_	_	_	36	cop	_	_	501	O	_
36	persistente	_	_	_	_	27	conj	_	_	502	O	_
37	)	_	_	_	_	27	punct	_	_	503	O	_
38	.	_	_	_	_	4	punct	_	_	504	O	_
# sent_id = 14
# text = Si evidenzia, ancora, che si continua ad accertare la presenza nelle società gestrici di società borderline, di situazioni borderline rispetto agli esiti del referendum e, comunque, operanti nel campo del diritto civile con capitali privati - utility pluriservizi, e anche qui non sto ad annoiarvi, ma se ne potrebbero citare molte - e non in quelle del diritto pubblico, cosa che pareva espressa chiaramente dalla volontà dei cittadini proprio attraverso il referendum.
1	Si	_	_	_	_	2	expl:impers	_	_	505	 	 
2	evidenzia	_	_	_	_	0	root	_	_	506	 	 
3	,	_	_	_	_	2	punct	_	_	507	 	 
4	ancora	_	_	_	_	2	advmod	_	_	508	 	 
5	,	_	_	_	_	2	punct	_	_	509	 	 
6	che	_	_	_	_	8	mark	_	_	510	 	 
7	si	_	_	_	_	8	expl:impers	_	_	511	 	 
8	continua	_	_	_	_	2	ccomp	_	_	512	 	 
9	ad	_	_	_	_	10	mark	_	_	513	 	 
10	accertare	_	_	_	_	8	xcomp	_	_	514	 	 
11	la	_	_	_	_	12	det	_	_	515	 	 
12	presenza	_	_	_	_	10	obj	_	_	516	 	 
13-14	nelle	_	_	_	_	_	_	_	_	_	_	_
13	in	_	_	_	_	15	case	_	_	517	 	 
14	le	_	_	_	_	15	det	_	_	518	 	 
15	società	_	_	_	_	12	nmod	_	_	519	 	 
16	gestrici	_	_	_	_	15	amod	_	_	520	 	 
17	di	_	_	_	_	18	case	_	_	521	 	 
18	società	_	_	_	_	15	nmod	_	_	522	 	 
19	borderline	_	_	_	_	18	amod	_	_	523	 	 
20	,	_	_	_	_	22	punct	_	_	524	 	 
21	di	_	_	_	_	22	case	_	_	525	 	 
22	situazioni	_	_	_	_	18	conj	_	_	526	 	 
23	borderline	_	_	_	_	22	amod	_	_	527	 	 
24	rispetto	_	_	_	_	27	case	_	_	528	 	 
25-26	agli	_	_	_	_	_	_	_	_	_	_	_
25	a	_	_	_	_	24	fixed	_	_	529	 	 
26	gli	_	_	_	_	27	det	_	_	530	 	 
27	esiti	_	_	_	_	23	obl	_	_	531	 	 
28-29	del	_	_	_	_	_	_	_	_	_	_	_
28	di	_	_	_	_	30	case	_	_	532	 	 
29	il	_	_	_	_	30	det	_	_	533	 	 
30	referendum	_	_	_	_	27	nmod	_	_	534	 	 
31	e	_	_	_	_	35	cc	_	_	535	 	 
32	,	_	_	_	_	35	punct	_	_	536	 	 
33	comunque	_	_	_	_	35	advmod	_	_	537	 	 
34	,	_	_	_	_	33	punct	_	_	538	 	 
35	operanti	_	_	_	_	10	conj	_	_	539	 	 
36-37	nel	_	_	_	_	_	_	_	_	_	_	_
36	in	_	_	_	_	38	case	_	_	540	 	 
37	il	_	_	_	_	38	det	_	_	541	 	 
38	campo	_	_	_	_	35	obl	_	_	542	 	 
39-40	del	_	_	_	_	_	_	_	_	_	_	_
39	di	_	_	_	_	41	case	_	_	543	 	 
40	il	_	_	_	_	41	det	_	_	544	 	 
41	diritto	_	_	_	_	38	nmod	_	_	545	 	 
42	civile	_	_	_	_	41	amod	_	_	546	 	 
43	con	_	_	_	_	44	case	_	_	547	 	 
44	capitali	_	_	_	_	35	obl	_	_	548	 	 
45	privati	_	_	_	_	44	amod	_	_	549	 	 
46	-	_	_	_	_	47	punct	_	_	550	 	 
47	utility	_	_	_	_	44	appos	_	_	551	 	 
48	pluriservizi	_	_	_	_	47	compound	_	_	552	 	 
49	,	_	_	_	_	54	punct	_	_	553	 	 
50	e	_	_	_	_	54	cc	_	_	554	 	 
51	anche	_	_	_	_	52	advmod	_	_	555	 	 
52	qui	_	_	_	_	54	advmod	_	_	556	 	 
53	non	_	_	_	_	54	advmod	_	_	557	 	 
54	sto	_	_	_	_	47	conj	_	_	558	 	 
55	ad	_	_	_	_	56	mark	_	_	559	 	 
56-57	annoiarvi	_	_	_	_	_	_	_	_	_	_	_
56	annoiar	_	_	_	_	54	xcomp	_	_	560	 	 
57	vi	_	_	_	_	56	obj	_	_	561	 	 
58	,	_	_	_	_	63	punct	_	_	562	 	 
59	ma	_	_	_	_	63	cc	_	_	563	 	 
60	se	_	_	_	_	63	expl:impers	_	_	564	 	 
61	ne	_	_	_	_	63	iobj	_	_	565	 	 
62	potrebbero	_	_	_	_	63	aux	_	_	566	 	 
63	citare	_	_	_	_	54	conj	_	_	567	 	 
64	molte	_	_	_	_	63	obj	_	_	568	 	 
65	-	_	_	_	_	54	punct	_	_	569	 	 
66	e	_	_	_	_	69	cc	_	_	570	 	 
67	non	_	_	_	_	69	advmod	_	_	571	 	 
68	in	_	_	_	_	69	case	_	_	572	 	 
69	quelle	_	_	_	_	44	conj	_	_	573	 	 
70-71	del	_	_	_	_	_	_	_	_	_	_	_
70	di	_	_	_	_	72	case	_	_	574	 	 
71	il	_	_	_	_	72	det	_	_	575	 	 
72	diritto	_	_	_	_	69	nmod	_	_	576	 	 
73	pubblico	_	_	_	_	72	amod	_	_	577	 	 
74	,	_	_	_	_	69	punct	_	_	578	 	 
75	cosa	_	_	_	_	69	nmod	_	_	579	 	 
76	che	_	_	_	_	77	nsubj	_	_	580	 	 
77	pareva	_	_	_	_	75	acl:relcl	_	_	581	 	 
78	espressa	_	_	_	_	77	xcomp	_	_	582	 	 
79	chiaramente	_	_	_	_	78	advmod	_	_	583	 	 
80-81	dalla	_	_	_	_	_	_	_	_	_	_	_
80	da	_	_	_	_	82	case	_	_	584	 	 
81	la	_	_	_	_	82	det	_	_	585	 	 
82	volontà	_	_	_	_	78	obl:agent	_	_	586	 	 
83-84	dei	_	_	_	_	_	_	_	_	_	_	_
83	di	_	_	_	_	85	case	_	_	587	 	 
84	i	_	_	_	_	85	det	_	_	588	 	 
85	cittadini	_	_	_	_	82	nmod	_	_	589	 	 
86	proprio	_	_	_	_	89	advmod	_	_	590	 	 
87	attraverso	_	_	_	_	89	case	_	_	591	 	 
88	il	_	_	_	_	89	det	_	_	592	 	 
89	referendum	_	_	_	_	78	obl	_	_	593	 	 
90	.	_	_	_	_	2	punct	_	_	594	 	 
# sent_id = 15
# text = Infine, si consente ancora - mi consenta di contraddirla - l'applicazione di iniqui conguagli retroattivi e la quantificazione, con conseguente addebito in bolletta, dei costi delle risorse finanziarie, il tutto a beneficio delle società e non certo degli utenti e dei consumatori, come indicato dalla legge istitutiva dell'Autorità stessa.
1	Infine	_	_	_	_	4	advmod	_	_	595	 	 
2	,	_	_	_	_	1	punct	_	_	596	 	 
3	si	_	_	_	_	4	expl:impers	_	_	597	 	 
4	consente	_	_	_	_	0	root	_	_	598	 	 
5	ancora	_	_	_	_	4	advmod	_	_	599	 	 
6	-	_	_	_	_	8	punct	_	_	600	 	 
7	mi	_	_	_	_	8	iobj	_	_	601	 	 
8	consenta	_	_	_	_	4	parataxis	_	_	602	 	 
9	di	_	_	_	_	10	mark	_	_	603	 	 
10-11	contraddirla	_	_	_	_	_	_	_	_	_	_	_
10	contraddir	_	_	_	_	8	ccomp	_	_	604	 	 
11	la	_	_	_	_	10	obj	_	_	605	 	 
12	-	_	_	_	_	8	punct	_	_	606	 	 
13	l'	_	_	_	_	14	det	_	_	607	 	 
14	applicazione	_	_	_	_	4	obj	_	_	608	 	 
15	di	_	_	_	_	17	case	_	_	609	 	 
16	iniqui	_	_	_	_	17	amod	_	_	610	 	 
17	conguagli	_	_	_	_	14	nmod	_	_	611	 	 
18	retroattivi	_	_	_	_	17	amod	_	_	612	 	 
19	e	_	_	_	_	21	cc	_	_	613	 	 
20	la	_	_	_	_	21	det	_	_	614	 	 
21	quantificazione	_	_	_	_	14	conj	_	_	615	 	 
22	,	_	_	_	_	21	punct	_	_	616	 	 
23	con	_	_	_	_	25	case	_	_	617	 	 
24	conseguente	_	_	_	_	25	amod	_	_	618	 	 
25	addebito	_	_	_	_	21	nmod	_	_	619	 	 
26	in	_	_	_	_	27	case	_	_	620	 	 
27	bolletta	_	_	_	_	25	nmod	_	_	621	 	 
28	,	_	_	_	_	21	punct	_	_	622	 	 
29-30	dei	_	_	_	_	_	_	_	_	_	_	_
29	di	_	_	_	_	31	case	_	_	623	 	 
30	i	_	_	_	_	31	det	_	_	624	 	 
31	costi	_	_	_	_	21	nmod	_	_	625	 	 
32-33	delle	_	_	_	_	_	_	_	_	_	_	_
32	di	_	_	_	_	34	case	_	_	626	 	 
33	le	_	_	_	_	34	det	_	_	627	 	 
34	risorse	_	_	_	_	31	nmod	_	_	628	 	 
35	finanziarie	_	_	_	_	34	amod	_	_	629	 	 
36	,	_	_	_	_	21	punct	_	_	630	 	 
37	il	_	_	_	_	38	det	_	_	631	 	 
38	tutto	_	_	_	_	21	nmod	_	_	632	 	 
39	a	_	_	_	_	40	case	_	_	633	 	 
40	beneficio	_	_	_	_	21	nmod	_	_	634	 	 
41-42	delle	_	_	_	_	_	_	_	_	_	_	_
41	di	_	_	_	_	43	case	_	_	635	 	 
42	le	_	_	_	_	43	det	_	_	636	 	 
43	società	_	_	_	_	40	nmod	_	_	637	 	 
44	e	_	_	_	_	49	cc	_	_	638	 	 
45	non	_	_	_	_	46	advmod	_	_	639	 	 
46	certo	_	_	_	_	49	advmod	_	_	640	 	 
47-48	degli	_	_	_	_	_	_	_	_	_	_	_
47	di	_	_	_	_	49	case	_	_	641	 	 
48	gli	_	_	_	_	49	det	_	_	642	 	 
49	utenti	_	_	_	_	43	conj	_	_	643	 	 
50	e	_	_	_	_	53	cc	_	_	644	 	 
51-52	dei	_	_	_	_	_	_	_	_	_	_	_
51	di	_	_	_	_	53	case	_	_	645	 	 
52	i	_	_	_	_	53	det	_	_	646	 	 
53	consumatori	_	_	_	_	49	conj	_	_	647	 	 
54	,	_	_	_	_	21	punct	_	_	648	 	 
55	come	_	_	_	_	56	mark	_	_	649	 	 
56	indicato	_	_	_	_	38	advcl	_	_	650	 	 
57-58	dalla	_	_	_	_	_	_	_	_	_	_	_
57	da	_	_	_	_	59	case	_	_	651	 	 
58	la	_	_	_	_	59	det	_	_	652	 	 
59	legge	_	_	_	_	56	obl:agent	_	_	653	 	 
60	istitutiva	_	_	_	_	59	amod	_	_	654	 	 
61-62	dell'	_	_	_	_	_	_	_	_	_	_	_
61	di	_	_	_	_	63	case	_	_	655	 	 
62	l'	_	_	_	_	63	det	_	_	656	 	 
63	Autorità	_	_	_	_	59	nmod	_	_	657	 	 
64	stessa	_	_	_	_	63	amod	_	_	658	 	 
65	.	_	_	_	_	4	punct	_	_	659	 	 
# sent_id = 16
# text = Ma c'è un'osservazione ancora più importante da fare, perché queste criticità, comunque evidenziate in tutti i settori energetici e, in particolare, in quello dell'acqua, ci portano a un'altra considerazione sulle politiche di fruizione delle energie optate e operate da ARERA e sulle quali sarebbe il caso di soffermarsi, cogliendo l'occasione di questa discussione sulle linee generali.
1	Ma	_	_	_	_	3	cc	_	_	660	O	_
2	c'	_	_	_	_	3	expl	_	_	661	O	_
3	è	_	_	_	_	0	root	_	_	662	O	_
4	un'	_	_	_	_	5	det	_	_	663	O	_
5	osservazione	_	_	_	_	3	nsubj	_	_	664	O	_
6	ancora	_	_	_	_	7	advmod	_	_	665	O	_
7	più	_	_	_	_	8	advmod	_	_	666	O	_
8	importante	_	_	_	_	5	amod	_	_	667	O	_
9	da	_	_	_	_	10	mark	_	_	668	O	_
10	fare	_	_	_	_	8	advcl	_	_	669	O	_
11	,	_	_	_	_	3	punct	_	_	670	O	_
12	perché	_	_	_	_	35	mark	_	_	671	O	_
13	queste	_	_	_	_	14	det	_	_	672	O	_
14	criticità	_	_	_	_	35	nsubj	_	_	673	O	_
15	,	_	_	_	_	14	punct	_	_	674	O	_
16	comunque	_	_	_	_	17	advmod	_	_	675	O	_
17	evidenziate	_	_	_	_	14	acl	_	_	676	O	_
18	in	_	_	_	_	21	case	_	_	677	O	_
19	tutti	_	_	_	_	21	det:predet	_	_	678	O	_
20	i	_	_	_	_	21	det	_	_	679	O	_
21	settori	_	_	_	_	17	obl	_	_	680	O	_
22	energetici	_	_	_	_	21	amod	_	_	681	O	_
23	e	_	_	_	_	29	cc	_	_	682	O	_
24	,	_	_	_	_	26	punct	_	_	683	O	_
25	in	_	_	_	_	26	case	_	_	684	O	_
26	particolare	_	_	_	_	29	nmod	_	_	685	O	_
27	,	_	_	_	_	26	punct	_	_	686	O	_
28	in	_	_	_	_	29	case	_	_	687	O	_
29	quello	_	_	_	_	21	conj	_	_	688	O	_
30-31	dell'	_	_	_	_	_	_	_	_	_	_	_
30	di	_	_	_	_	32	case	_	_	689	O	_
31	l'	_	_	_	_	32	det	_	_	690	O	_
32	acqua	_	_	_	_	29	nmod	_	_	691	O	_
33	,	_	_	_	_	14	punct	_	_	692	O	_
34	ci	_	_	_	_	35	obj	_	_	693	O	_
35	portano	_	_	_	_	3	advcl	_	_	694	O	_
36	a	_	_	_	_	39	case	_	_	695	O	_
37	un'	_	_	_	_	39	det	_	_	696	O	_
38	altra	_	_	_	_	39	amod	_	_	697	O	_
39	considerazione	_	_	_	_	35	obl	_	_	698	O	_
40-41	sulle	_	_	_	_	_	_	_	_	_	_	_
40	su	_	_	_	_	42	case	_	_	699	O	_
41	le	_	_	_	_	42	det	_	_	700	O	_
42	politiche	_	_	_	_	39	nmod	_	_	701	O	_
43	di	_	_	_	_	44	case	_	_	702	O	_
44	fruizione	_	_	_	_	42	nmod	_	_	703	O	_
45-46	delle	_	_	_	_	_	_	_	_	_	_	_
45	di	_	_	_	_	47	case	_	_	704	O	_
46	le	_	_	_	_	47	det	_	_	705	O	_
47	energie	_	_	_	_	44	nmod	_	_	706	O	_
48	optate	_	_	_	_	47	acl	_	_	707	O	_
49	e	_	_	_	_	50	cc	_	_	708	O	_
50	operate	_	_	_	_	48	conj	_	_	709	O	_
51	da	_	_	_	_	52	case	_	_	710	O	_
52	ARERA	_	_	_	_	50	obl:agent	_	_	711	O	_
53	e	_	_	_	_	57	cc	_	_	712	O	_
54-55	sulle	_	_	_	_	_	_	_	_	_	_	_
54	su	_	_	_	_	56	case	_	_	713	O	_
55	le	_	_	_	_	56	det	_	_	714	O	_
56	quali	_	_	_	_	57	obl	_	_	715	O	_
57	sarebbe	_	_	_	_	48	conj	_	_	716	O	_
58	il	_	_	_	_	59	det	_	_	717	O	_
59	caso	_	_	_	_	57	nsubj	_	_	718	O	_
60	di	_	_	_	_	61	mark	_	_	719	O	_
61-62	soffermarsi	_	_	_	_	_	_	_	_	_	_	_
61	soffermar	_	_	_	_	59	acl	_	_	720	O	_
62	si	_	_	_	_	61	expl	_	_	721	O	_
63	,	_	_	_	_	35	punct	_	_	722	O	_
64	cogliendo	_	_	_	_	57	advcl	_	_	723	O	_
65	l'	_	_	_	_	66	det	_	_	724	O	_
66	occasione	_	_	_	_	64	obj	_	_	725	O	_
67	di	_	_	_	_	69	case	_	_	726	O	_
68	questa	_	_	_	_	69	det	_	_	727	O	_
69	discussione	_	_	_	_	66	nmod	_	_	728	O	_
70-71	sulle	_	_	_	_	_	_	_	_	_	_	_
70	su	_	_	_	_	72	case	_	_	729	O	_
71	le	_	_	_	_	72	det	_	_	730	O	_
72	linee	_	_	_	_	69	nmod	_	_	731	O	_
73	generali	_	_	_	_	72	amod	_	_	732	O	_
74	.	_	_	_	_	3	punct	_	_	733	O	_
# sent_id = 17
# text = È chiaro che non è in discussione l'autonomia gestionale e manageriale di ARERA, peraltro prescritta anche dalle normative europee, ma risulta evidente la necessità di preordinare meccanismi diversi sia da parte dell'Esecutivo sia da parte del Parlamento nel fornire costantemente linee di indirizzo per l'operatività di ARERA, sia nel riconsiderare il sistema in modo da consentire agli stessi, cioè al Parlamento e all'Esecutivo, verifiche periodiche, anche in Commissione parlamentare, sull'operato dell'Autorità e di fornire analogamente costanti linee di indirizzo gestionali, perché questa Autorità non svolge una mera attività amministrativa o gestionale, ma ha riscontri essenzialmente politici nella sua azione.
1	È	_	_	_	_	2	cop	_	_	734	 	 
2	chiaro	_	_	_	_	0	root	_	_	735	 	 
3	che	_	_	_	_	7	mark	_	_	736	 	 
4	non	_	_	_	_	7	advmod	_	_	737	 	 
5	è	_	_	_	_	7	cop	_	_	738	 	 
6	in	_	_	_	_	7	case	_	_	739	 	 
7	discussione	_	_	_	_	2	ccomp	_	_	740	 	 
8	l'	_	_	_	_	9	det	_	_	741	 	 
9	autonomia	_	_	_	_	7	nsubj	_	_	742	 	 
10	gestionale	_	_	_	_	9	amod	_	_	743	 	 
11	e	_	_	_	_	12	cc	_	_	744	 	 
12	manageriale	_	_	_	_	10	conj	_	_	745	 	 
13	di	_	_	_	_	14	case	_	_	746	 	 
14	ARERA	_	_	_	_	9	nmod	_	_	747	 	 
15	,	_	_	_	_	9	punct	_	_	748	 	 
16	peraltro	_	_	_	_	17	advmod	_	_	749	 	 
17	prescritta	_	_	_	_	9	acl	_	_	750	 	 
18	anche	_	_	_	_	21	advmod	_	_	751	 	 
19-20	dalle	_	_	_	_	_	_	_	_	_	_	_
19	da	_	_	_	_	21	case	_	_	752	 	 
20	le	_	_	_	_	21	det	_	_	753	 	 
21	normative	_	_	_	_	17	obl:agent	_	_	754	 	 
22	europee	_	_	_	_	21	amod	_	_	755	 	 
23	,	_	_	_	_	25	punct	_	_	756	 	 
24	ma	_	_	_	_	25	cc	_	_	757	 	 
25	risulta	_	_	_	_	2	conj	_	_	758	 	 
26	evidente	_	_	_	_	25	xcomp	_	_	759	 	 
27	la	_	_	_	_	28	det	_	_	760	 	 
28	necessità	_	_	_	_	25	nsubj	_	_	761	 	 
29	di	_	_	_	_	30	mark	_	_	762	 	 
30	preordinare	_	_	_	_	28	acl	_	_	763	 	 
31	meccanismi	_	_	_	_	30	obj	_	_	764	 	 
32	diversi	_	_	_	_	31	amod	_	_	765	 	 
33	sia	_	_	_	_	35	cc	_	_	766	 	 
34	da	_	_	_	_	35	case	_	_	767	 	 
35	parte	_	_	_	_	30	obl	_	_	768	 	 
36-37	dell'	_	_	_	_	_	_	_	_	_	_	_
36	di	_	_	_	_	38	case	_	_	769	 	 
37	l'	_	_	_	_	38	det	_	_	770	 	 
38	Esecutivo	_	_	_	_	35	nmod	_	_	771	 	 
39	sia	_	_	_	_	41	cc	_	_	772	 	 
40	da	_	_	_	_	41	case	_	_	773	 	 
41	parte	_	_	_	_	35	conj	_	_	774	 	 
42-43	del	_	_	_	_	_	_	_	_	_	_	_
42	di	_	_	_	_	44	case	_	_	775	 	 
43	il	_	_	_	_	44	det	_	_	776	 	 
44	Parlamento	_	_	_	_	41	nmod	_	_	777	 	 
45-46	nel	_	_	_	_	_	_	_	_	_	_	_
45	in	_	_	_	_	47	case	_	_	778	 	 
46	il	_	_	_	_	47	det	_	_	779	 	 
47	fornire	_	_	_	_	30	obl	_	_	780	 	 
48	costantemente	_	_	_	_	47	advmod	_	_	781	 	 
49	linee	_	_	_	_	47	obj	_	_	782	 	 
50	di	_	_	_	_	51	case	_	_	783	 	 
51	indirizzo	_	_	_	_	49	nmod	_	_	784	 	 
52	per	_	_	_	_	54	case	_	_	785	 	 
53	l'	_	_	_	_	54	det	_	_	786	 	 
54	operatività	_	_	_	_	47	obl	_	_	787	 	 
55	di	_	_	_	_	56	case	_	_	788	 	 
56	ARERA	_	_	_	_	54	nmod	_	_	789	 	 
57	,	_	_	_	_	61	punct	_	_	790	 	 
58	sia	_	_	_	_	61	cc	_	_	791	 	 
59-60	nel	_	_	_	_	_	_	_	_	_	_	_
59	in	_	_	_	_	61	case	_	_	792	 	 
60	il	_	_	_	_	61	det	_	_	793	 	 
61	riconsiderare	_	_	_	_	30	conj	_	_	794	 	 
62	il	_	_	_	_	63	det	_	_	795	 	 
63	sistema	_	_	_	_	61	obj	_	_	796	 	 
64	in	_	_	_	_	65	case	_	_	797	 	 
65	modo	_	_	_	_	61	obl	_	_	798	 	 
66	da	_	_	_	_	67	mark	_	_	799	 	 
67	consentire	_	_	_	_	65	acl	_	_	800	 	 
68-69	agli	_	_	_	_	_	_	_	_	_	_	_
68	a	_	_	_	_	70	case	_	_	801	 	 
69	gli	_	_	_	_	70	det	_	_	802	 	 
70	stessi	_	_	_	_	67	obl	_	_	803	 	 
71	,	_	_	_	_	75	punct	_	_	804	 	 
72	cioè	_	_	_	_	75	cc	_	_	805	 	 
73-74	al	_	_	_	_	_	_	_	_	_	_	_
73	a	_	_	_	_	75	case	_	_	806	 	 
74	il	_	_	_	_	75	det	_	_	807	 	 
75	Parlamento	_	_	_	_	70	conj	_	_	808	 	 
76	e	_	_	_	_	79	cc	_	_	809	 	 
77-78	all'	_	_	_	_	_	_	_	_	_	_	_
77	a	_	_	_	_	79	case	_	_	810	 	 
78	l'	_	_	_	_	79	det	_	_	811	 	 
79	Esecutivo	_	_	_	_	75	conj	_	_	812	 	 
80	,	_	_	_	_	67	punct	_	_	813	 	 
81	verifiche	_	_	_	_	67	obj	_	_	814	 	 
82	periodiche	_	_	_	_	81	amod	_	_	815	 	 
83	,	_	_	_	_	81	punct	_	_	816	 	 
84	anche	_	_	_	_	86	advmod	_	_	817	 	 
85	in	_	_	_	_	86	case	_	_	818	 	 
86	Commissione	_	_	_	_	81	nmod	_	_	819	 	 
87	parlamentare	_	_	_	_	86	amod	_	_	820	 	 
88	,	_	_	_	_	67	punct	_	_	821	 	 
89-90	sull'	_	_	_	_	_	_	_	_	_	_	_
89	su	_	_	_	_	91	case	_	_	822	 	 
90	l'	_	_	_	_	91	det	_	_	823	 	 
91	operato	_	_	_	_	67	obl	_	_	824	 	 
92-93	dell'	_	_	_	_	_	_	_	_	_	_	_
92	di	_	_	_	_	94	case	_	_	825	 	 
93	l'	_	_	_	_	94	det	_	_	826	 	 
94	Autorità	_	_	_	_	91	nmod	_	_	827	 	 
95	e	_	_	_	_	118	cc	_	_	828	 	 
96	di	_	_	_	_	97	mark	_	_	829	 	 
97	fornire	_	_	_	_	109	conj	_	_	830	 	 
98	analogamente	_	_	_	_	118	advmod	_	_	831	 	 
99	costanti	_	_	_	_	100	amod	_	_	832	 	 
100	linee	_	_	_	_	118	obj	_	_	833	 	 
101	di	_	_	_	_	102	case	_	_	834	 	 
102	indirizzo	_	_	_	_	100	nmod	_	_	835	 	 
103	gestionali	_	_	_	_	102	amod	_	_	836	 	 
104	,	_	_	_	_	109	punct	_	_	837	 	 
105	perché	_	_	_	_	109	mark	_	_	838	 	 
106	questa	_	_	_	_	107	det	_	_	839	 	 
107	Autorità	_	_	_	_	109	nsubj	_	_	840	 	 
108	non	_	_	_	_	109	advmod	_	_	841	 	 
109	svolge	_	_	_	_	67	advcl	_	_	842	 	 
110	una	_	_	_	_	112	det	_	_	843	 	 
111	mera	_	_	_	_	112	amod	_	_	844	 	 
112	attività	_	_	_	_	109	obj	_	_	845	 	 
113	amministrativa	_	_	_	_	112	amod	_	_	846	 	 
114	o	_	_	_	_	115	cc	_	_	847	 	 
115	gestionale	_	_	_	_	113	conj	_	_	848	 	 
116	,	_	_	_	_	118	punct	_	_	849	 	 
117	ma	_	_	_	_	118	cc	_	_	850	 	 
118	ha	_	_	_	_	109	conj	_	_	851	 	 
119	riscontri	_	_	_	_	118	obj	_	_	852	 	 
120	essenzialmente	_	_	_	_	121	advmod	_	_	853	 	 
121	politici	_	_	_	_	119	amod	_	_	854	 	 
122-123	nella	_	_	_	_	_	_	_	_	_	_	_
122	in	_	_	_	_	125	case	_	_	855	 	 
123	la	_	_	_	_	125	det	_	_	856	 	 
124	sua	_	_	_	_	125	det:poss	_	_	857	 	 
125	azione	_	_	_	_	118	obl	_	_	858	 	 
126	.	_	_	_	_	2	punct	_	_	859	 	 
# sent_id = 18
# text = È giusto, dunque, che l'Esecutivo, attraverso il Ministero dell'economia e delle finanze, e anche il Parlamento svolgano costantemente una funzione di controllo e di indirizzo.
1	È	_	_	_	_	2	cop	_	_	860	O	_
2	giusto	_	_	_	_	0	root	_	_	861	O	_
3	,	_	_	_	_	2	punct	_	_	862	O	_
4	dunque	_	_	_	_	2	advmod	_	_	863	O	_
5	,	_	_	_	_	2	punct	_	_	864	O	_
6	che	_	_	_	_	25	mark	_	_	865	O	_
7	l'	_	_	_	_	8	det	_	_	866	O	_
8	Esecutivo	_	_	_	_	25	nsubj	_	_	867	O	_
9	,	_	_	_	_	8	punct	_	_	868	O	_
10	attraverso	_	_	_	_	12	case	_	_	869	O	_
11	il	_	_	_	_	12	det	_	_	870	O	_
12	Ministero	_	_	_	_	25	obl	_	_	871	O	_
13-14	dell'	_	_	_	_	_	_	_	_	_	_	_
13	di	_	_	_	_	15	case	_	_	872	O	_
14	l'	_	_	_	_	15	det	_	_	873	O	_
15	economia	_	_	_	_	12	nmod	_	_	874	O	_
16	e	_	_	_	_	19	cc	_	_	875	O	_
17-18	delle	_	_	_	_	_	_	_	_	_	_	_
17	di	_	_	_	_	19	case	_	_	876	O	_
18	le	_	_	_	_	19	det	_	_	877	O	_
19	finanze	_	_	_	_	15	conj	_	_	878	O	_
20	,	_	_	_	_	24	punct	_	_	879	O	_
21	e	_	_	_	_	24	cc	_	_	880	O	_
22	anche	_	_	_	_	24	advmod	_	_	881	O	_
23	il	_	_	_	_	24	det	_	_	882	O	_
24	Parlamento	_	_	_	_	25	nsubj	_	_	883	O	_
25	svolgano	_	_	_	_	2	conj	_	_	884	O	_
26	costantemente	_	_	_	_	25	advmod	_	_	885	O	_
27	una	_	_	_	_	28	det	_	_	886	O	_
28	funzione	_	_	_	_	25	obj	_	_	887	O	_
29	di	_	_	_	_	30	case	_	_	888	O	_
30	controllo	_	_	_	_	28	nmod	_	_	889	O	_
31	e	_	_	_	_	33	cc	_	_	890	O	_
32	di	_	_	_	_	33	case	_	_	891	O	_
33	indirizzo	_	_	_	_	30	conj	_	_	892	O	_
